year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown,year_and_quarter,state_idx,region_idx,subregion_idx,State_Alabama,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,region_midwest,region_northeast,region_south,region_west,subregion_east north central,subregion_east south central,subregion_mid atlantic,subregion_mountain,subregion_new england,subregion_pacific,subregion_south atlantic,subregion_west north central,subregion_west south central,FinalColonyCount,LogFinalToStart
2015,Q2,105000.0,127000.0,5000.0,4.0,15000.0,48.7,0.2,2.2,2.0,3.2,0.5,2015-04-01,41,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100800.0,-0.040821994520255166
2015,Q3,84000.0,97000.0,11500.0,12.0,1800.0,45.6,3.7,2.3,1.4,3.8,0.3,2015-07-01,41,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,73920.0,-0.12783337150988489
2015,Q4,87000.0,89000.0,6500.0,7.0,330.0,6.9,0.1,0.1,0.3,3.0,1.5,2015-10-01,41,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80910.0,-0.07257069283483537
2016,Q1,78000.0,135000.0,13000.0,10.0,4200.0,21.6,11.3,1.4,1.7,1.7,5.4,2016-01-01,41,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,70200.0,-0.10536051565782628
2015,Q1,4700.0,6000.0,1800.0,30.0,570.0,18.0,7.3,2.2,2.1,14.6,6.1,2015-01-01,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3290.0,-0.35667494393873245
2015,Q2,4700.0,4700.0,570.0,12.0,2900.0,15.6,8.3,0.6,2.7,4.6,4.4,2015-04-01,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4136.0,-0.12783337150988489
2015,Q3,7000.0,7000.0,300.0,4.0,300.0,21.7,5.3,1.0,1.5,3.0,1.1,2015-07-01,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6720.0,-0.040821994520255166
2015,Q4,7000.0,7000.0,610.0,9.0,190.0,18.8,4.5,1.3,3.0,8.2,0.6,2015-10-01,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6370.0,-0.09431067947124129
2016,Q1,6500.0,7500.0,1700.0,23.0,,21.9,2.9,1.1,0.6,6.9,6.5,2016-01-01,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5005.0,-0.2613647641344075
2015,Q1,16500.0,29000.0,8000.0,28.0,3100.0,18.8,1.6,2.7,8.5,8.3,5.8,2015-01-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11880.0,-0.3285040669720361
2015,Q2,25000.0,65000.0,4600.0,7.0,10000.0,35.3,5.6,1.0,8.2,15.2,2.3,2015-04-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23250.0,-0.07257069283483537
2015,Q3,60000.0,62000.0,9000.0,15.0,1300.0,47.3,20.1,8.3,20.9,12.6,13.5,2015-07-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,51000.0,-0.16251892949777494
2015,Q4,48000.0,48000.0,6500.0,14.0,210.0,49.4,15.6,2.5,21.9,6.6,21.4,2015-10-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,41280.0,-0.15082288973458366
2016,Q1,22000.0,23000.0,2900.0,13.0,530.0,22.0,1.5,1.0,12.2,8.8,9.4,2016-01-01,43,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19140.0,-0.13926206733350766
2015,Q1,5500.0,12000.0,2000.0,17.0,2000.0,0.9,,,,0.7,,2015-01-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4565.0,-0.18632957819149348
2015,Q2,12000.0,25000.0,3200.0,13.0,7500.0,19.1,17.9,0.8,3.6,8.3,2.4,2015-04-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10440.0,-0.13926206733350766
2015,Q3,29000.0,35000.0,2500.0,7.0,270.0,28.5,11.0,6.4,3.4,2.0,0.4,2015-07-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,26970.0,-0.07257069283483537
2015,Q4,24000.0,25000.0,1300.0,5.0,30.0,45.0,3.3,6.6,10.5,11.3,3.9,2015-10-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,22800.0,-0.05129329438755058
2016,Q1,2700.0,5000.0,340.0,7.0,,,0.5,0.2,3.3,1.0,1.6,2016-01-01,44,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2511.0,-0.07257069283483537
2016,Q1,7500.0,7500.0,1700.0,23.0,2100.0,24.2,22.0,4.3,8.1,2.4,11.3,2016-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5775.0,-0.2613647641344075
2016,Q2,8000.0,8000.0,930.0,12.0,1200.0,9.6,8.2,0.3,1.7,4.8,5.4,2016-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7040.0,-0.12783337150988489
2016,Q3,8000.0,8000.0,1200.0,15.0,440.0,11.7,42.0,,3.8,3.2,13.8,2016-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6800.0,-0.16251892949777494
2016,Q4,7000.0,7000.0,610.0,9.0,50.0,12.3,9.9,0.2,2.4,6.7,3.3,2016-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6370.0,-0.09431067947124129
2017,Q1,7000.0,7000.0,1600.0,23.0,570.0,15.3,10.9,0.2,3.6,7.5,10.4,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5390.0,-0.2613647641344075
2017,Q2,6500.0,6500.0,440.0,7.0,1200.0,17.9,13.6,,4.2,9.4,5.3,2017-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6045.0,-0.07257069283483537
2016,Q1,30000.0,30000.0,4700.0,16.0,3500.0,33.8,2.8,,7.7,6.5,7.2,2016-01-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200.0,-0.1743533871447778
2016,Q2,22000.0,23000.0,3700.0,16.0,14000.0,26.8,47.5,17.2,12.0,17.4,3.5,2016-04-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18480.0,-0.1743533871447778
2016,Q3,30000.0,32000.0,6000.0,19.0,3200.0,41.7,1.0,0.9,13.5,13.4,8.9,2016-07-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24300.0,-0.21072103131565253
2016,Q4,29000.0,31000.0,6500.0,21.0,4600.0,98.8,15.5,2.3,6.5,4.3,3.2,2016-10-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22910.0,-0.23572233352106983
2017,Q1,31000.0,32000.0,6000.0,19.0,2900.0,35.6,2.1,3.8,1.7,6.5,2.1,2017-01-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25110.0,-0.21072103131565253
2017,Q2,22000.0,22000.0,2600.0,12.0,12500.0,57.8,15.6,19.4,12.2,20.1,0.7,2017-04-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19360.0,-0.12783337150988489
2016,Q1,27000.0,27000.0,5000.0,19.0,5000.0,57.4,6.9,,0.5,1.9,8.1,2016-01-01,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21870.0,-0.21072103131565253
2016,Q2,24000.0,24000.0,3400.0,14.0,12000.0,84.9,8.5,5.5,0.1,3.4,1.6,2016-04-01,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20640.0,-0.15082288973458366
2016,Q3,32000.0,32000.0,1500.0,5.0,270.0,80.7,9.0,0.4,7.9,2.7,0.3,2016-07-01,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30400.0,-0.05129329438755058
2016,Q4,28000.0,28000.0,2500.0,9.0,20.0,21.1,4.8,,1.3,1.1,3.3,2016-10-01,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25480.0,-0.09431067947124129
2017,Q1,18000.0,20000.0,3500.0,18.0,430.0,23.7,13.8,,0.3,3.6,0.6,2017-01-01,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14760.000000000002,-0.19845093872383818
2017,Q2,17000.0,17000.0,1900.0,11.0,5000.0,24.5,12.2,2.4,4.9,3.4,3.1,2017-04-01,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15130.0,-0.11653381625595151
2016,Q1,1130000.0,1410000.0,200000.0,14.0,210000.0,38.1,15.2,9.0,13.5,8.4,4.4,2016-01-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,971800.0,-0.15082288973458366
2016,Q2,1110000.0,1150000.0,108000.0,9.0,240000.0,49.7,14.1,11.2,14.2,15.3,2.6,2016-04-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1010100.0,-0.09431067947124129
2016,Q3,740000.0,820000.0,82000.0,10.0,33000.0,42.2,17.8,8.5,18.8,10.4,6.9,2016-07-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,666000.0,-0.10536051565782628
2016,Q4,770000.0,1330000.0,205000.0,15.0,40000.0,41.9,13.7,8.0,9.1,9.6,3.5,2016-10-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,654500.0,-0.16251892949777494
2017,Q1,1150000.0,1440000.0,172000.0,12.0,215000.0,38.0,12.8,7.6,9.2,6.6,6.3,2017-01-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1012000.0,-0.12783337150988489
2017,Q2,1140000.0,1180000.0,82000.0,7.0,210000.0,36.1,7.5,2.9,12.4,4.7,3.0,2017-04-01,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1060200.0,-0.07257069283483537
2016,Q1,5000.0,8500.0,750.0,9.0,1700.0,2.9,4.1,0.5,0.2,2.7,0.2,2016-01-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4550.0,-0.09431067947124129
2016,Q2,9500.0,29000.0,1800.0,6.0,9000.0,38.7,0.8,3.3,1.4,2.6,0.3,2016-04-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8930.0,-0.06187540371808753
2016,Q3,33000.0,37000.0,6500.0,18.0,1100.0,49.3,22.4,16.8,24.6,10.6,0.1,2016-07-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,27060.000000000004,-0.19845093872383818
2016,Q4,30000.0,30000.0,4500.0,15.0,2500.0,32.4,1.3,0.1,3.1,13.0,0.1,2016-10-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25500.0,-0.16251892949777494
2017,Q1,9500.0,21000.0,1100.0,5.0,100.0,17.0,,,0.9,2.6,0.4,2017-01-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9025.0,-0.05129329438755058
2017,Q2,16500.0,29000.0,3500.0,12.0,5500.0,31.6,0.9,5.3,3.2,4.7,0.1,2017-04-01,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14520.0,-0.12783337150988489
2016,Q1,2700.0,2700.0,270.0,10.0,70.0,12.3,0.8,0.2,,7.7,1.7,2016-01-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2430.0,-0.10536051565782628
2016,Q2,2500.0,2500.0,100.0,4.0,390.0,9.3,0.6,0.5,0.3,4.4,1.2,2016-04-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2400.0,-0.040821994520255166
2016,Q3,3100.0,3100.0,270.0,9.0,890.0,18.8,1.6,,0.2,5.0,0.8,2016-07-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2821.0,-0.09431067947124129
2016,Q4,3100.0,3100.0,240.0,8.0,,14.7,6.6,1.1,1.0,5.8,3.2,2016-10-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2852.0,-0.08338160893905101
2017,Q1,3100.0,3100.0,380.0,12.0,100.0,51.5,1.5,,,6.1,5.6,2017-01-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2728.0,-0.12783337150988489
2017,Q2,3000.0,3000.0,140.0,5.0,2200.0,9.7,0.2,,0.5,2.0,0.7,2017-04-01,5,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2850.0,-0.05129329438755058
2016,Q1,275000.0,295000.0,40000.0,14.0,49000.0,23.6,5.8,0.4,4.9,1.8,1.4,2016-01-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,236500.0,-0.15082288973458366
2016,Q2,240000.0,240000.0,29000.0,12.0,43000.0,48.2,23.3,10.0,11.6,10.1,2.0,2016-04-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,211200.0,-0.12783337150988489
2016,Q3,200000.0,220000.0,25000.0,11.0,62000.0,45.1,23.4,2.7,9.9,8.5,1.8,2016-07-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,178000.0,-0.11653381625595151
2016,Q4,255000.0,300000.0,41000.0,14.0,31000.0,30.9,27.1,7.7,17.0,13.6,6.5,2016-10-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,219300.0,-0.15082288973458366
2017,Q1,260000.0,265000.0,30000.0,11.0,80000.0,37.6,14.8,1.5,14.2,6.2,17.9,2017-01-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,231400.0,-0.11653381625595151
2017,Q2,245000.0,250000.0,25000.0,10.0,40000.0,36.3,14.3,6.1,9.0,6.4,18.6,2017-04-01,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,220500.0,-0.10536051565782628
2016,Q1,100000.0,100000.0,15500.0,16.0,36000.0,32.3,7.8,2.1,21.4,3.2,3.9,2016-01-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,84000.0,-0.1743533871447778
2016,Q2,108000.0,111000.0,11000.0,10.0,17500.0,59.3,28.4,2.0,28.4,11.7,2.7,2016-04-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,97200.0,-0.10536051565782628
2016,Q3,102000.0,103000.0,13000.0,13.0,12500.0,30.7,16.4,2.4,12.1,7.6,4.5,2016-07-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,88740.0,-0.13926206733350766
2016,Q4,96000.0,112000.0,11000.0,10.0,12000.0,43.6,8.6,3.7,7.6,4.1,2.5,2016-10-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,86400.0,-0.10536051565782628
2017,Q1,123000.0,125000.0,14000.0,11.0,36000.0,35.3,7.0,0.2,2.6,4.4,1.8,2017-01-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,109470.0,-0.11653381625595151
2017,Q2,125000.0,142000.0,10500.0,7.0,21000.0,33.0,5.6,1.0,6.7,6.3,2.8,2017-04-01,7,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116249.99999999999,-0.0725706928348355
2016,Q1,15000.0,15000.0,280.0,2.0,570.0,0.3,1.5,,0.1,0.8,,2016-01-01,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14700.0,-0.020202707317519466
